ext,proj_name,type,len,text,referencedLine
py,transformers,block,2,"# important: this ported version of PaliGemmaisn't meant for training from scratch - only
# inference and fine-tuning","std = getattr(self.config, ""initializer_range"", self.config.get_text_config().initializer_range)

        if isinstance(module, nn.Linear):
            module.weight.data.normal_(mean=0.0, std=std)
            if module.bias is not None:
                module.bias.data.zero_()"
py,keras,singleton,1,# Ensure dtype is float.,"if not np.issubdtype(real.dtype, np.floating) or not np.issubdtype(
        imag.dtype, np.floating
    ):
        raise ValueError(
            ""At least one tensor in input `x` is not of type float.""
            f""Received: x={x}.""
        )"
py,core,singleton,1,# Scenes are not yet supported.,self._attr_color_mode = ColorMode.UNKNOWN
py,localstack,singleton,1,# exception handlers in the chain,"self.exception_handlers.extend(
            [
                handlers.log_exception,
                handlers.serve_custom_exception_handlers,
                handlers.handle_service_exception,
                handlers.handle_internal_failure,
            ]
        )"
py,transformers,singleton,1,# cls_token: [1 x num_input_channels x 1 x d_model],"self.cls_token = nn.Parameter(torch.zeros(1, 1, 1, config.d_model))
            num_patches += 1"
py,transformers,singleton,1,# We add an image token so we resize the model,"model.resize_token_embeddings(config.text_config.vocab_size + 2, pad_shape)"
py,transformers,block,3,"# make sure that attn_weights keeps its gradient.
# In order to do so, attn_weights have to reshaped
# twice and have to be reused in the following","attn_weights_reshaped = attn_weights.view(batch_size, self.num_heads, target_len, source_len)
            attn_weights = attn_weights_reshaped.view(batch_size * self.num_heads, target_len, source_len)"
py,transformers,block,2,"# important change bos & pad token id since CTC symbol is <pad> and
# not <s> as in fairseq",config.bos_token_id = target_dict.pad_index
py,ansible,singleton,1,# can be empty list sans any tuple,return best_secret
py,transformers,singleton,1,# IN1K finetuned,"names_to_from_model_map[""regnet-y-320-seer-in1k""] = partial(
        load_using_classy_vision,
        ""https://dl.fbaipublicfiles.com/vissl/model_zoo/seer_finetuned/seer_regnet32_finetuned_in1k_model_final_checkpoint_phase78.torch"",
        lambda: FakeRegNetVisslWrapper(RegNetY32gf()),
    )"
rs,rust,singleton,1,// CodegenCx.structs_as_pointer,"aggregate_value.dereference_field(self.location, struct_type.get_field(idx as i32))"
rs,deno,singleton,1,"// this block, it doesn't get aborted",self.0.take();
rs,deno,inline,1,// failed analyzing,false
rs,uv,block,2,"// reinstalled. This matches user expectations: `uv pip install .` should always
// re-build and re-install the package in the current working directory.","for requirement in &requirements {
                let requirement = match requirement {
                    RequirementsSource::Package(requirement) => requirement,
                    RequirementsSource::Editable(requirement) => requirement,
                    _ => continue,
                };
                match requirement {
                    RequirementsTxtRequirement::Named(requirement) => {
                        if let Some(VersionOrUrl::Url(url)) = requirement.version_or_url.as_ref() {
                            if let ParsedUrl::Directory(ParsedDirectoryUrl {
                                install_path, ..
                            }) = &url.parsed_url
                            {
                                debug!(
                                    ""Marking explicit source tree for reinstall: `{}`"",
                                    install_path.display()
                                );
                                args.settings.reinstall = args
                                    .settings
                                    .reinstall
                                    .with_package(requirement.name.clone());
                            }
                        }
                    }
                    RequirementsTxtRequirement::Unnamed(requirement) => {
                        if let ParsedUrl::Directory(ParsedDirectoryUrl { install_path, .. }) =
                            &requirement.url.parsed_url
                        {
                            debug!(
                                ""Marking explicit source tree for reinstall: `{}`"",
                                install_path.display()
                            );
                            args.settings.reinstall =
                                args.settings.reinstall.with_path(install_path.clone());
                        }
                    }
                }
            }"
rs,rust,block,4,"// type.
//
// NOTE: This should be kept in sync with the similar code in
// `rustc_ty_utils::instance::resolve_associated_item()`.","match specialization_graph::assoc_def(
                    selcx.tcx(),
                    impl_data.impl_def_id,
                    obligation.predicate.def_id,
                ) {
                    Ok(node_item) => {
                        if node_item.is_final() {
                            // Non-specializable items are always projectable.
                            true
                        } else {
                            // Only reveal a specializable default if we're past type-checking
                            // and the obligation is monomorphic, otherwise passes such as
                            // transmute checking and polymorphic MIR optimizations could
                            // get a result which isn't correct for all monomorphizations.
                            match selcx.infcx.typing_mode() {
                                TypingMode::Coherence
                                | TypingMode::Analysis { .. }
                                | TypingMode::Borrowck { .. }
                                | TypingMode::PostBorrowckAnalysis { .. } => {
                                    debug!(
                                        assoc_ty = ?selcx.tcx().def_path_str(node_item.item.def_id),
                                        ?obligation.predicate,
                                        ""not eligible due to default"",
                                    );
                                    false
                                }
                                TypingMode::PostAnalysis => {
                                    // NOTE(eddyb) inference variables can resolve to parameters, so
                                    // assume `poly_trait_ref` isn't monomorphic, if it contains any.
                                    let poly_trait_ref =
                                        selcx.infcx.resolve_vars_if_possible(trait_ref);
                                    !poly_trait_ref.still_further_specializable()
                                }
                            }
                        }
                    }
                    // Always project `ErrorGuaranteed`, since this will just help
                    // us propagate `TyKind::Error` around which suppresses ICEs
                    // and spurious, unrelated inference errors.
                    Err(ErrorGuaranteed { .. }) => true,
                }"
